ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
140000,4739,,Nessuno,無內容。,,없음,–
140010,4739,,"Qualcosa che vorresti chiedere? Parla, allora.",喔，你是有事想問我嗎？,,"오우, 나한테 듣고 싶은 것이라도 있어?",Willst du was fragen? Dann raus damit!
140020,4739,,"Oho, vuoi sapere di ""Yuugo,"" eh?
L'ho visto, sai! Con questi due occhi!
Era tanto tempo fa, giù a Kowloon Lv. 2.","喔喔，「YUGO」啊！
我剛剛才看到他哦！？
在「Kowloon Lv. 2」那一帶！",,"그래그래,「유고」말이지!
바로 좀 전에 봤는걸!?
""쿠롱 Lv.2"" 부근에서!","Aha, du interessierst dich für Yuugo, wie?
Ich habe ihn schon mit eigenen Augen gesehen!
Das war in Kowloon, Ebene 2, ist aber lange her."
140021,4739,,"...A dire il vero, mi sembra che potrei persino
rivederlo oggi. Perché oggi è proprio così fortunato!","唉呀，我很久沒看到他了。
看來今天會有好事發生啊！",,"…이야아, 오랜만에 본 것 같아.
오늘은 재수가 좋은걸!","... Ich habe aber das Gefühl, ich könnte ihn heute
noch mal sehen. Heute ist einfach ein Glückstag!"
140022,4739,,"""Un giorno vedrai che Yuugo è imbattibile!""
Questa frase è il mio portafortuna, ah ah ah!","沒什麼啦，只是“看到YUGO的那天狀態會超好的！”！
算是我個人的好兆頭啦……　哇哈哈！",,"뭔가, ""유고를 본 날은 절호조!"" 니까!
내 징크스야… 와하핫!","„Ein Tag mit Yuugo ist ein guter Tag!“
Das ist mein Glücksmotto, haha!"
140030,4739,,Oho? Ohohoho? Vuoi saperlo...vero!,是嗎是嗎，原來你們認識啊！,,"그렇지그렇지, 그럼그럼!","Oho? Ohohoho? Du bist neugierig, stimmt’s?"
140040,4739,,"Com'era, chiedi? Come
sempre. Il proverbiale fantasma sotto
il salice! Ah ah ah!","YUGO看起來如何？
喔，他跟平時一樣啊。
看起來就像是柳樹下的幽靈！？哇哈哈！",,"유고의 모습이 어땠냐고?
오, 평소대로였는걸?
버들가지 아래의 유령같았지…라고나 할까!? 와하핫!","Wie er so war, fragst du?
Nicht anders als sonst. Wie Gespenster nun
mal so sind! Hahaha!"
100,4739,,"[k100]?
Non ne ho mai sentito parlare.",[k100]？　我不知道耶……,,[k100]? 모르겠는데…,"[k100]?
Nie davon gehört."
101,4739,,"[k120]?
Non ne ho mai sentito parlare.",[k120]？　我不知道耶……,,[k120]? 모르겠는데…,"[k120]?
Nie davon gehört."
102,4739,,"[k121]?
Mai sentito nominare.",[k121]？　我不知道耶……,,[k121]? 모르겠는데…,"[k121]?
Nie davon gehört."
103,4739,,"[k130]?
Mai sentito nominare.",[k130]？　我不知道耶……,,[k130]? 모르겠는데…,"[k130]?
Nie davon gehört."
104,4739,,"[k131]?
Mai sentito nominare.",[k131]？　我不知道耶……,,[k131]? 모르겠는데…,"[k131]?
Nie davon gehört."
105,4739,,"[k132]?
Non ne ho mai sentito parlare.",[k132]？　我不知道耶……,,[k132]? 모르겠는데…,"[k132]?
Nie davon gehört."
106,4739,,"[k133]?
Mai sentito nominare.",[k133]？　我不知道耶……,,[k133]? 모르겠는데…,"[k133]?
Nie davon gehört."
107,4739,,"[k134]?
Mai sentito nominare.",[k134]？　我不知道耶……,,[k134]? 모르겠는데…,"[k134]?
Nie davon gehört."
108,4739,,"[k150]?
Non ne ho mai sentito parlare.",[k150]？　我不知道耶……,,[k150]? 모르겠는데…,"[k150]?
Nie davon gehört."
109,4739,,"[k160]?
Mai sentito parlare.",[k160]？　我不知道耶……,,[k160]? 모르겠는데…,"[k160]?
Nie davon gehört."
110,4739,,"[k161]?
Mai sentito nominare.",[k161]？　我不知道耶……,,[k161]? 모르겠는데…,"[k161]?
Nie davon gehört."
111,4739,,"[k240]?
Non ne ho mai sentito parlare.",[k240]？　我不知道耶……,,[k240]? 모르겠는데…,"[k240]?
Nie davon gehört."
112,4739,,"[k300]?
Mai sentito nominare.",[k300]？　我不知道耶……,,[k300]? 모르겠는데…,"[k300]?
Nie davon gehört."
113,4739,,"[k400]?
Non ne ho mai sentito parlare.",[k400]？　我不知道耶……,,[k400]? 모르겠는데…,"[k400]?
Nie davon gehört."
114,4739,,"[k401]?
Mai sentito nominare.",[k401]？　我不知道耶……,,[k401]? 모르겠는데…,"[k401]?
Nie davon gehört."
115,4739,,"[k500]?
Non ne ho mai sentito parlare.",[k500]？　我不知道耶……,,[k500]? 모르겠는데…,"[k500]?
Nie davon gehört."
116,4739,,"[k800]?
Mai sentito nominare.",[k800]？　我不知道耶……,,[k800]? 모르겠는데…,"[k800]?
Nie davon gehört."
117,4739,,"[k801]?
Non ne ho mai sentito parlare.",[k801]？　我不知道耶……,,[k801]? 모르겠는데…,"[k801]?
Nie davon gehört."
118,4739,,"[k802]?
Mai sentito nominare.",[k802]？　我不知道耶……,,[k802]? 모르겠는데…,"[k802]?
Nie davon gehört."
119,4739,,"[k1400]?
Mai sentito nominare.",[k1400]？　我不知道耶……,,[k1400]? 모르겠는데…,"[k1400]?
Nie davon gehört."
120,4739,,"[k2500]?
Mai sentito nominare.",[k2500]？　我不知道耶……,,[k2500]? 모르겠는데…,"[k2500]?
Nie davon gehört."
121,4739,,"[k2800]?
Mai sentito nominare.",[k2800]？　我不知道耶……,,[k2800]? 모르겠는데…,"[k2800]?
Nie davon gehört."
122,4739,,"[k2801]?
Mai sentito nominare.",[k2801]？　我不知道耶……,,[k2801]? 모르겠는데…,"[k2801]?
Nie davon gehört."
123,4739,,"[k2802]?
Mai sentito nominare.",[k2802]？　我不知道耶……,,[k2802]? 모르겠는데…,"[k2802]?
Nie davon gehört."
124,4739,,"[k3000]?
Non ne ho mai sentito parlare.",[k3000]？　我不知道耶……,,[k3000]? 모르겠는데…,"[k3000]?
Nie davon gehört."
125,4739,,"[k3100]?
Mai sentito nominare.",[k3100]？　我不知道耶……,,[k3100]? 모르겠는데…,"[k3100]?
Nie davon gehört."
