ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3045,"","I, happiness, always","我、很幸福、一直都是","","나, 행복, 쭉","Ich, Glück, immer ..."
2,3045,"","Where I belong, found, here","找到了、棲身之地、就在這裡","","집, 찾았어, 여기에","Wo ich hingehöre, gefunden, hier ..."
3,3045,"","I know, I know, I know","我明白、我知道、我理解","","알아, 알아, 이해해","Ich weiß, ich weiß, ich weiß ..."
4,3045,"","Can't do it, lost on me, don't get it","沒有辦法、沒有用、辦不到","","이루어지지 않아, 통하지 않아, 닿지 않아","Kann es nicht, überfordert, verstehe nicht ..."
5,3045,"","Fear? Giving up? Failing body","恐怖？ 放棄？ 逐漸損壞的身體","","공포? 포기? 망가져가는 몸","Angst? Aufgeben? Kaputter Körper ..."
6,3045,"","Help me, help me, help me...","救命、救命、救命","","살려줘, 살려줘, 살려줘…","Hilf mir, hilf mir, hilf mir ..."
7,3045,"","Why me? Why, me?","為什麼是我？　為什麼、是我？","","어째서 내가? 어째서, 내가?","Warum ich? Warum, ich?"
8,3045,"","Courage, please, remaining, heart","請給我、勇氣、還留著的、內心","","용기, 주세요, 남겨진, 마음","Mut, bitte, übrig, Herz ..."
9,3045,"","Final, wish, somehow, somehow, somehow","最後的、願望、拜託、拜託、拜託","","마지막, 소원, 부디, 부디, 부디","Letzter, Wunsch, irgendwie, irgendwie,
irgendwie ..."
10,3045,"","I, where, I, which? I am, here...","我、在哪裡、我、在哪邊？　我在、這裡……","","나, 어디, 나, 어느 쪽? 나는, 여기……","Ich, wo, ich, welches? Ich bin, hier ..."
