ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
50000,4734,"","Um, excuse you, I'm in the middle of shopping?","你是怎樣？　不要妨礙我買東西啦。","","무슨 일이지? 쇼핑을 방해하지 말아줘.","Ähm, entschuldige, ich bin hier gerade beim
Einkaufen?"
50010,4734,"","...What now?","……嗯？　什麼事？","","…응? 뭐지?","... Was denn jetzt?"
50020,4734,"","Conversation demo.","對話DEMO。","","회화 데모","Vorführgespräch."
50030,4734,"","Um, excuse you, I'm in the middle of shopping?","你是怎樣？　不要妨礙我買東西啦。","","무슨 일이지? 쇼핑을 방해하지 말아줘.","Ähm, entschuldige, ich bin hier gerade beim
Einkaufen?"
50040,4734,"","Huh? That's that thing, isn't it?
That ""boom delete"" thing, right?","唔唔！？　你是想說那個對吧？
那是「爆刪」的梗對吧？","","으음!? 그건 그거군요?
「폭딜」말이군요?","Hm? Das ist diese Sache, nicht wahr?
Von wegen „Badum, entfernen!“, ja?"
100,4734,"","[k100]...
Should I know about that?","[k100]？　你是指什麼啊？","","[k100]? 그게 무슨 말이지?","[k100] ...
Sollte ich darüber was wissen?"
101,4734,"","[k120]...
Should I know about that?","[k120]？　你是指什麼啊？","","[k120]? 그게 무슨 말이지?","[k120] ...
Sollte ich darüber was wissen?"
102,4734,"","[k121]...
Should I know about that?","[k121]？　你是指什麼啊？","","[k121]? 그게 무슨 말이지?","[k121] ...
Sollte ich darüber was wissen?"
103,4734,"","[k130]...
Should I know about that?","[k130]？　你是指什麼啊？","","[k130]? 그게 무슨 말이지?","[k130] ...
Sollte ich darüber was wissen?"
104,4734,"","[k131]...
Should I know about that?","[k131]？　你是指什麼啊？","","[k131]? 그게 무슨 말이지?","[k131] ...
Sollte ich darüber was wissen?"
105,4734,"","[k132]...
Should I know about that?","[k132]？　你是指什麼啊？","","[k132]? 그게 무슨 말이지?","[k132] ...
Sollte ich darüber was wissen?"
106,4734,"","[k133]...
Should I know about that?","[k133]？　你是指什麼啊？","","[k133]? 그게 무슨 말이지?","[k133] ...
Sollte ich darüber was wissen?"
107,4734,"","[k134]...
Should I know about that?","[k134]？　你是指什麼啊？","","[k134]? 그게 무슨 말이지?","[k134] ...
Sollte ich darüber was wissen?"
108,4734,"","[k150]...
Should I know about that?","[k150]？　你是指什麼啊？","","[k150]? 그게 무슨 말이지?","[k150] ...
Sollte ich darüber was wissen?"
109,4734,"","[k160]...
Should I know about that?","[k160]？　你是指什麼啊？","","[k160]? 그게 무슨 말이지?","[k160] ...
Sollte ich darüber was wissen?"
110,4734,"","[k161]...
Should I know about that?","[k161]？　你是指什麼啊？","","[k161]? 그게 무슨 말이지?","[k161] ...
Sollte ich darüber was wissen?"
111,4734,"","[k240]...
Should I know about that?","[k240]？　你是指什麼啊？","","[k240]? 그게 무슨 말이지?","[k240] ...
Sollte ich darüber was wissen?"
112,4734,"","[k300]...
Should I know about that?","[k300]？　你是指什麼啊？","","[k300]? 그게 무슨 말이지?","[k300] ...
Sollte ich darüber was wissen?"
113,4734,"","[k400]...
Should I know about that?","[k400]？　你是指什麼啊？","","[k400]? 그게 무슨 말이지?","[k400] ...
Sollte ich darüber was wissen?"
114,4734,"","[k401]...
Should I know about that?","[k401]？　你是指什麼啊？","","[k401]? 그게 무슨 말이지?","[k401] ...
Sollte ich darüber was wissen?"
115,4734,"","[k500]...
Should I know about that?","[k500]？　你是指什麼啊？","","[k500]? 그게 무슨 말이지?","[k500] ...
Sollte ich darüber was wissen?"
116,4734,"","[k800]...
Should I know about that?","[k800]？　你是指什麼啊？","","[k800]? 그게 무슨 말이지?","[k800] ...
Sollte ich darüber was wissen?"
117,4734,"","[k801]...
Should I know about that?","[k801]？　你是指什麼啊？","","[k801]? 그게 무슨 말이지?","[k801] ...
Sollte ich darüber was wissen?"
118,4734,"","[k802]...
Should I know about that?","[k802]？　你是指什麼啊？","","[k802]? 그게 무슨 말이지?","[k802] ...
Sollte ich darüber was wissen?"
119,4734,"","[k1400]...
Should I know about that?","[k1400]？　你是指什麼啊？","","[k1400]? 그게 무슨 말이지?","[k1400] ...
Sollte ich darüber was wissen?"
120,4734,"","[k2500]...
Should I know about that?","[k2500]？　你是指什麼啊？","","[k2500]? 그게 무슨 말이지?","[k2500] ...
Sollte ich darüber was wissen?"
121,4734,"","[k2800]...
Should I know about that?","[k2800]？　你是指什麼啊？","","[k2800]? 그게 무슨 말이지?","[k2800] ...
Sollte ich darüber was wissen?"
122,4734,"","[k2801]...
Should I know about that?","[k2801]？　你是指什麼啊？","","[k2801]? 그게 무슨 말이지?","[k2801] ...
Sollte ich darüber was wissen?"
123,4734,"","[k2802]...
Should I know about that?","[k2802]？　你是指什麼啊？","","[k2802]? 그게 무슨 말이지?","[k2802] ...
Sollte ich darüber was wissen?"
124,4734,"","[k3000]...
Should I know about that?","[k3000]？　你是指什麼啊？","","[k3000]? 그게 무슨 말이지?","[k3000] ...
Sollte ich darüber was wissen?"
125,4734,"","[k3100]...
Should I know about that?","[k3100]？　你是指什麼啊？","","[k3100]? 그게 무슨 말이지?","[k3100] ...
Sollte ich darüber was wissen?"
